link,timestamp
https://www.facebook.com/groups/241855759297970/user/100008723861481/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61575955744045/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100072690978055/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/728185579/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100003779041660/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100004610083850/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100024375398090/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61573567558184/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/783268155/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100009261892997/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100009109126992/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61570407096304/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61560367393598/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100000067332545/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/703960017/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61558371114170/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100021052478707/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/508093755/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100033658630720/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1406950757/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1822750861/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100005219882007/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100065544861414/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100003082765141/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/511944579/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100000165405703/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61567570545349/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1639143669/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100002452299968/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100000804822125/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/802645005/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100054789440350/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61554948240683/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100002045053614/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100002801857180/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100074021856537/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100008021616271/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100057659972521/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/561729496/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100010858390513/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100007607376270/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61574196146545/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61572947391155/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100094398873355/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100041627322394/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1078809254/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/587567277/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100010783357692/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61572322003581/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1414011128/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1526469108/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1792710463/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100003688323315/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/609141588/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1225088900/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/603866217/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100004949497639/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100003000340433/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100002170386545/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100079836054303/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100004539063157/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/515538822/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100003257457268/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61574535924000/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100057459224478/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/61571219865887/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/1367801471/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100003887253241/,2025-05-09 16:27:07.324002
https://www.facebook.com/groups/241855759297970/user/100002213956154/,2025-05-09 16:27:07.324002
